专业,rowSeq,institutions,Country,wosDocs,cites,citesPerPaper
CLINICAL MEDICINE,5096,BIODONOSTIA RES INST,,145,7128,49.15862068965517241379310344827586206897
CLINICAL MEDICINE,5097,ISTINYE UNIVERSITY,TURKIYE,1114,7124,6.39497307001795332136445242369838420108
CLINICAL MEDICINE,5098,EUROPEAN OBSERVATORY ON HEALTH SYSTEMS & POLICIES,BELGIUM,29,7123,245.620689655172413793103448275862068966
CLINICAL MEDICINE,5099,INST CATALA SALUT,,671,7122,10.61400894187779433681073025335320417288
CLINICAL MEDICINE,5100,MATSUYAMA RED CROSS HOSPITAL,JAPAN,430,7121,16.56046511627906976744186046511627906977
CLINICAL MEDICINE,5101,SLAGELSE HOSP,,342,7120,20.81871345029239766081871345029239766082
CLINICAL MEDICINE,5102,CAMBODIA OXFORD MED RES UNIT,,7,7119,1017
CLINICAL MEDICINE,5103,FENWAY HEALTH,USA,215,7116,33.09767441860465116279069767441860465116
CLINICAL MEDICINE,5104,PUBL HLTH SCOTLAND,,217,7113,32.77880184331797235023041474654377880184
CLINICAL MEDICINE,5105,AJA UNIV MED SCI,,501,7111,14.19361277445109780439121756487025948104
CLINICAL MEDICINE,5106,ADVOCATE CHILDRENS HOSP,,296,7107,24.01013513513513513513513513513513513514
CLINICAL MEDICINE,5107,PENINSULA HEALTH,AUSTRALIA,490,7107,14.50408163265306122448979591836734693878
CLINICAL MEDICINE,5108,NATIONAL NEUROSCIENCE INSTITUTE (NNI),SINGAPORE,397,7103,17.89168765743073047858942065491183879093
CLINICAL MEDICINE,5109,NORTH MIDDLESEX UNIV HOSP,,152,7101,46.71710526315789473684210526315789473684
CLINICAL MEDICINE,5110,US CTR DIS CONTROL & PREVENT,,211,7101,33.65402843601895734597156398104265402844
CLINICAL MEDICINE,5111,ECOLE SUPERIEURE DE PHYSIQUE ET DE CHIMIE INDUSTRIELLES DE LA VILLE DE PARIS (ESPCI),FRANCE,224,7093,31.66517857142857142857142857142857142857
CLINICAL MEDICINE,5112,DEPT RES & DEV,,82,7092,86.48780487804878048780487804878048780488
CLINICAL MEDICINE,5113,SAN CARLO BORROMEO HOSPITAL,ITALY,286,7092,24.7972027972027972027972027972027972028
CLINICAL MEDICINE,5114,KAISER-FRANZ-JOSEF HOSPITAL,AUSTRIA,142,7090,49.9295774647887323943661971830985915493
CLINICAL MEDICINE,5115,INST OPHTHALMOL CONDE VALENCIA,,4,7085,1771.25
CLINICAL MEDICINE,5116,CENTRE DE REGULACIO GENOMICA (CRG),SPAIN,256,7085,27.67578125
CLINICAL MEDICINE,5117,NIHR LEICESTER BIOMED RES CTR,,200,7081,35.405
CLINICAL MEDICINE,5118,UNIVERSITY OF LONDON SCHOOL OF PHARMACY,ENGLAND,382,7074,18.51832460732984293193717277486910994764
CLINICAL MEDICINE,5119,KING SAUD MEDICAL CITY,SAUDI ARABIA,439,7074,16.11389521640091116173120728929384965831
CLINICAL MEDICINE,5120,SANOFI GERMANY,GERMANY (FED REP GER),304,7067,23.24671052631578947368421052631578947368
CLINICAL MEDICINE,5121,ACADEMY OF SCIENTIFIC & INNOVATIVE RESEARCH (ACSIR),INDIA,490,7059,14.40612244897959183673469387755102040816
CLINICAL MEDICINE,5122,YOKOHAMA ROSAI HOSPITAL,JAPAN,321,7055,21.97819314641744548286604361370716510903
CLINICAL MEDICINE,5123,UNIVERSITY OF MARYLAND BALTIMORE COUNTY,USA,323,7053,21.83591331269349845201238390092879256966
CLINICAL MEDICINE,5124,NATL DRUG & ALCOHOL RES CTR,,9,7050,783.333333333333333333333333333333333333
CLINICAL MEDICINE,5125,ADANA NUMUNE TRAINING & RESEARCH HOSPITAL,TURKIYE,960,7048,7.34166666666666666666666666666666666667
CLINICAL MEDICINE,5126,PATHWEST LABORATORY MEDICINE,AUSTRALIA,448,7047,15.72991071428571428571428571428571428571
CLINICAL MEDICINE,5127,INST NACL ENFERMEDADES RESP ISMAEL COSIO VILLEGAS,,262,7042,26.87786259541984732824427480916030534351
CLINICAL MEDICINE,5128,DAYANAND MEDICAL COLLEGE & HOSPITAL,INDIA,312,7042,22.57051282051282051282051282051282051282
CLINICAL MEDICINE,5129,CARDIOCTR TICINO,,180,7039,39.10555555555555555555555555555555555556
CLINICAL MEDICINE,5130,INST NACL CIENCIAS MED,,1,7032,7032
CLINICAL MEDICINE,5131,INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE,FRANCE,182,7029,38.62087912087912087912087912087912087912
CLINICAL MEDICINE,5132,KINGSTON HLTH SCI CTR,,337,7026,20.84866468842729970326409495548961424332
CLINICAL MEDICINE,5133,JIANGXI CANC HOSP,,264,7022,26.59848484848484848484848484848484848485
CLINICAL MEDICINE,5134,UNIVERSITY OF MONTENEGRO,MONTENEGRO,274,7020,25.62043795620437956204379562043795620438
CLINICAL MEDICINE,5135,HOLLAND BLOORVIEW KIDS REHABILITATION HOSPITAL,CANADA,334,7017,21.00898203592814371257485029940119760479
CLINICAL MEDICINE,5136,CAFAM UNIV FDN,,8,7016,877
CLINICAL MEDICINE,5137,CTR EXCELLENCE WOMEN & CHILD HLTH,,4,7014,1753.5
CLINICAL MEDICINE,5138,INSTITUTE FOR SYSTEMS BIOLOGY (ISB),USA,180,7013,38.96111111111111111111111111111111111111
CLINICAL MEDICINE,5139,GUNDERSEN HLTH SYST,,286,7008,24.5034965034965034965034965034965034965
CLINICAL MEDICINE,5140,SAN JUAN DIOS SANITARY PK,,6,7007,1167.833333333333333333333333333333333333
CLINICAL MEDICINE,5141,CLIN CTR NIS,,363,7007,19.3030303030303030303030303030303030303
CLINICAL MEDICINE,5142,IZMIR ATATURK TRAINING & RESEARCH HOSPITAL,TURKIYE,1018,7007,6.88310412573673870333988212180746561886
CLINICAL MEDICINE,5143,INST HLTH & AGEING,,6,7006,1167.666666666666666666666666666666666667
CLINICAL MEDICINE,5144,ORG MED INVEST,,52,7006,134.730769230769230769230769230769230769
CLINICAL MEDICINE,5145,MIYAGI CANCER CENTER,JAPAN,416,7004,16.83653846153846153846153846153846153846
CLINICAL MEDICINE,5146,CTR CLIN INVEST BIOTHERAPIES CANC CICBT 1428,,18,7001,388.944444444444444444444444444444444444
CLINICAL MEDICINE,5147,INSTITUTO DE AGROQUIMICA Y TECNOLOGIA DE LOS ALIMENTOS (IATA),SPAIN,79,6994,88.5316455696202531645569620253164556962
CLINICAL MEDICINE,5148,COCHRANE CENT EXECUT,,24,6990,291.25
CLINICAL MEDICINE,5149,HOSP UNIV CLIN SAN CARLOS,,428,6987,16.32476635514018691588785046728971962617
CLINICAL MEDICINE,5150,HOSPITAL UNIVERSITARIO DE MOSTOLES,SPAIN,327,6981,21.34862385321100917431192660550458715596
CLINICAL MEDICINE,5151,CENTRAL TAIWAN UNIVERSITY SCIENCE & TECHNOLOGY,TAIWAN,573,6980,12.18150087260034904013961605584642233857
CLINICAL MEDICINE,5152,CRAIGAVON AREA HOSP,,113,6979,61.76106194690265486725663716814159292035
CLINICAL MEDICINE,5153,ZONGULDAK BULENT ECEVIT UNIVERSITY,TURKIYE,901,6977,7.74361820199778024417314095449500554939
CLINICAL MEDICINE,5154,SPANISH MED & HEALTHCARE PROD AGCY,,5,6976,1395.2
CLINICAL MEDICINE,5155,MANCHESTER ROYAL EYE HOSPITAL,ENGLAND,404,6975,17.26485148514851485148514851485148514851
CLINICAL MEDICINE,5156,INNER MONGOLIA PEOPLES HOSP,,302,6970,23.07947019867549668874172185430463576159
CLINICAL MEDICINE,5157,UNIVERSITY OF TEXAS RIO GRANDE VALLEY,USA,585,6969,11.91282051282051282051282051282051282051
CLINICAL MEDICINE,5158,OTTO WAGNER HOSP,,67,6968,104
CLINICAL MEDICINE,5159,INST NACL ENFERMEDADES RESP,,142,6964,49.04225352112676056338028169014084507042
CLINICAL MEDICINE,5160,ISTITUTO DI RICERCA GENETICA E BIOMEDICA (IRGB-CNR),ITALY,225,6964,30.95111111111111111111111111111111111111
CLINICAL MEDICINE,5161,IRCCS SAN GALLICANO DERMATOLOGICAL INSTITUTE (ISG),ITALY,376,6958,18.5053191489361702127659574468085106383
CLINICAL MEDICINE,5162,HERBERT WERTHEIM UF SCRIPPS INSTITUTE FOR BIOMEDICAL INNOVATION & TECHNOLOGY,USA,115,6956,60.48695652173913043478260869565217391304
CLINICAL MEDICINE,5163,UNIV HOSP DUESSELDORF,,371,6954,18.74393530997304582210242587601078167116
CLINICAL MEDICINE,5164,UNIVERSITY OF CALIFORNIA SANTA CRUZ,USA,260,6952,26.73846153846153846153846153846153846154
CLINICAL MEDICINE,5165,UNIVERSITY OF WROCLAW,POLAND,294,6946,23.62585034013605442176870748299319727891
CLINICAL MEDICINE,5166,JIVANDEEP HOSP,,6,6940,1156.666666666666666666666666666666666667
CLINICAL MEDICINE,5167,NATIONAL UNIVERSITY OF LA PLATA,ARGENTINA,458,6937,15.14628820960698689956331877729257641921
CLINICAL MEDICINE,5168,"COMPLEXO HOSPITALARIO UNIVERSITARIO DE OURENSE, VERIN E O BARCO DE VALDEORRAS",SPAIN,490,6935,14.15306122448979591836734693877551020408
CLINICAL MEDICINE,5169,AMBRY GENET,,160,6932,43.325
CLINICAL MEDICINE,5170,FARR INST,,4,6927,1731.75
CLINICAL MEDICINE,5171,HOSP UNIV REINA SOFIA,,487,6924,14.21765913757700205338809034907597535934
CLINICAL MEDICINE,5172,CORDOBA HOSP,,11,6922,629.272727272727272727272727272727272727
CLINICAL MEDICINE,5173,HLTH SERV MURCIA,,7,6919,988.428571428571428571428571428571428571
CLINICAL MEDICINE,5174,MINIST SANTE & LUTTE CONTRE SIDA,,2,6918,3459
CLINICAL MEDICINE,5175,INST CORACAO INCOR,,33,6918,209.636363636363636363636363636363636364
CLINICAL MEDICINE,5176,NATIONAL AERONAUTICS & SPACE ADMINISTRATION (NASA),USA,352,6917,19.65056818181818181818181818181818181818
CLINICAL MEDICINE,5177,CHILDRENS HOSP & INST CHILD HLTH,,59,6914,117.186440677966101694915254237288135593
CLINICAL MEDICINE,5178,CHILDRENS MED CTR,,496,6914,13.93951612903225806451612903225806451613
CLINICAL MEDICINE,5179,SWISS PARAPLEGIC RESEARCH,SWITZERLAND,485,6909,14.2453608247422680412371134020618556701
CLINICAL MEDICINE,5180,CTR DIS BURDEN,,3,6906,2302
CLINICAL MEDICINE,5181,AICHI GAKUIN UNIVERSITY,JAPAN,512,6905,13.486328125
CLINICAL MEDICINE,5182,SZENT LASZLO HOSPITAL,HUNGARY,45,6891,153.133333333333333333333333333333333333
CLINICAL MEDICINE,5183,MYUNGSUNG MED COLL,,36,6890,191.388888888888888888888888888888888889
CLINICAL MEDICINE,5184,MONTANA STATE UNIVERSITY BOZEMAN,USA,350,6889,19.68285714285714285714285714285714285714
CLINICAL MEDICINE,5185,MONTANA STATE UNIVERSITY SYSTEM,USA,350,6889,19.68285714285714285714285714285714285714
CLINICAL MEDICINE,5186,NIH NATIONAL INSTITUTE OF NURSING RESEARCH (NINR),USA,230,6882,29.92173913043478260869565217391304347826
CLINICAL MEDICINE,5187,LOVELY PROFESSIONAL UNIVERSITY,INDIA,298,6882,23.09395973154362416107382550335570469799
CLINICAL MEDICINE,5188,SARAH CANNON RES INST,,85,6880,80.94117647058823529411764705882352941176
CLINICAL MEDICINE,5189,ST. JOHN'S UNIVERSITY,USA,328,6879,20.97256097560975609756097560975609756098
CLINICAL MEDICINE,5190,MED DIAGNOST CTR,,23,6878,299.043478260869565217391304347826086957
CLINICAL MEDICINE,5191,HUNAN PROV CTR DIS CONTROL & PREVENT,,58,6877,118.568965517241379310344827586206896552
CLINICAL MEDICINE,5192,LOVELACE RESPIRATORY RESEARCH INSTITUTE,USA,265,6870,25.92452830188679245283018867924528301887
CLINICAL MEDICINE,5193,ICMR - NATIONAL INSTITUTE FOR RESEARCH IN ENVIRONMENTAL HEALTH (NIREH),INDIA,61,6865,112.540983606557377049180327868852459016
CLINICAL MEDICINE,5194,HOSP CLIN,,168,6861,40.83928571428571428571428571428571428571
CLINICAL MEDICINE,5195,TONGDE HOSP ZHEJIANG PROV,,709,6859,9.67418899858956276445698166431593794076
CLINICAL MEDICINE,5196,CSIC - CENTRO DE BIOLOGIA MOLECULAR SEVERO OCHOA (CBM),SPAIN,214,6851,32.01401869158878504672897196261682242991
CLINICAL MEDICINE,5197,SOHAG UNIVERSITY,EGYPT,662,6851,10.34894259818731117824773413897280966767
CLINICAL MEDICINE,5198,GOA MEDICAL COLLEGE & HOSPITAL,INDIA,84,6847,81.51190476190476190476190476190476190476
CLINICAL MEDICINE,5199,VALE UNIV HLTH BOARD,,28,6838,244.214285714285714285714285714285714286
CLINICAL MEDICINE,5200,ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) NAGPUR,INDIA,148,6836,46.18918918918918918918918918918918918919
CLINICAL MEDICINE,5201,INTEGRATED DEV FDN NEPAL,,9,6830,758.888888888888888888888888888888888889
CLINICAL MEDICINE,5202,HEART HOSP BAYLOR PLANO,,138,6830,49.49275362318840579710144927536231884058
CLINICAL MEDICINE,5203,CAMPBELLTOWN HOSPITAL,AUSTRALIA,333,6830,20.51051051051051051051051051051051051051
CLINICAL MEDICINE,5204,KIDNEY RES INST,,41,6822,166.390243902439024390243902439024390244
CLINICAL MEDICINE,5205,SEOUL MEDICAL CENTER,SOUTH KOREA,376,6822,18.14361702127659574468085106382978723404
CLINICAL MEDICINE,5206,GENMAB,DENMARK,86,6817,79.26744186046511627906976744186046511628
CLINICAL MEDICINE,5207,NATIONAL UNIVERSITY OF SCIENCES & TECHNOLOGY - PAKISTAN,PAKISTAN,544,6817,12.53125
CLINICAL MEDICINE,5208,UNIVERSITE SAVOIE MONT BLANC,FRANCE,350,6816,19.47428571428571428571428571428571428571
CLINICAL MEDICINE,5209,KOLDING HOSPITAL,DENMARK,260,6813,26.20384615384615384615384615384615384615
CLINICAL MEDICINE,5210,"NATERA, INC.",USA,171,6809,39.81871345029239766081871345029239766082
CLINICAL MEDICINE,5211,MARYLAND DEPT HLTH,,99,6804,68.72727272727272727272727272727272727273
CLINICAL MEDICINE,5212,CNRS - INSTITUTE FOR INFORMATION SCIENCES & TECHNOLOGIES (INS2I),FRANCE,423,6804,16.08510638297872340425531914893617021277
CLINICAL MEDICINE,5213,BALIKESIR UNIVERSITY,TURKIYE,644,6798,10.5559006211180124223602484472049689441
CLINICAL MEDICINE,5214,HM HOSP,,196,6783,34.60714285714285714285714285714285714286
CLINICAL MEDICINE,5215,TELETHON INSTITUTE OF GENETICS & MEDICINE (TIGEM),ITALY,227,6773,29.83700440528634361233480176211453744493
CLINICAL MEDICINE,5216,EUROPEAN FDN STUDY CHRON LIVER FAILURE,,115,6769,58.86086956521739130434782608695652173913
CLINICAL MEDICINE,5217,BASQUE GOVERNMENT,SPAIN,213,6767,31.7699530516431924882629107981220657277
CLINICAL MEDICINE,5218,AMER COLL OBSTETRICIANS & GYNECOLOGISTS,,217,6767,31.1843317972350230414746543778801843318
CLINICAL MEDICINE,5219,BABRAHAM INSTITUTE,ENGLAND,165,6766,41.00606060606060606060606060606060606061
CLINICAL MEDICINE,5220,QUAL LIFE MED & RES CTR,,3,6762,2254
CLINICAL MEDICINE,5221,HASSAN II UNIVERSITY OF CASABLANCA,MOROCCO,481,6758,14.04989604989604989604989604989604989605
CLINICAL MEDICINE,5222,NATIONAL INSTITUTE OF FOOD & DRUG CONTROL - CHINA,CHINA MAINLAND,162,6752,41.67901234567901234567901234567901234568
CLINICAL MEDICINE,5223,VA EASTERN COLORADO HLTH CARE SYST,,238,6750,28.3613445378151260504201680672268907563
CLINICAL MEDICINE,5224,HOSP DON BENITO VILLANUEVA DE LA SERENA,,6,6749,1124.833333333333333333333333333333333333
CLINICAL MEDICINE,5225,ROYAL DARWIN HOSPITAL,AUSTRALIA,522,6747,12.92528735632183908045977011494252873563
CLINICAL MEDICINE,5226,SAN JUAN DE DIOS SANITARY PK,,9,6745,749.444444444444444444444444444444444444
CLINICAL MEDICINE,5227,REG CANC CTR,,291,6744,23.17525773195876288659793814432989690722
CLINICAL MEDICINE,5228,SIEMENS CHINA,CHINA MAINLAND,557,6743,12.10592459605026929982046678635547576302
CLINICAL MEDICINE,5229,CTR PRIVADO CARDIOL,,32,6737,210.53125
CLINICAL MEDICINE,5230,ISHIKAWA PREFECTURAL CENTRAL HOSPITAL,JAPAN,381,6737,17.68241469816272965879265091863517060367
CLINICAL MEDICINE,5231,ZHEJIANG PROVINCIAL CENTER FOR DISEASE CONTROL & PREVENTION,CHINA MAINLAND,385,6737,17.4987012987012987012987012987012987013
CLINICAL MEDICINE,5232,ROYAL JUBILEE HOSP,,150,6735,44.9
CLINICAL MEDICINE,5233,NATIONAL TECHNICAL UNIVERSITY OF ATHENS,GREECE,249,6733,27.04016064257028112449799196787148594378
CLINICAL MEDICINE,5234,FU JEN CATHOLIC UNIVERSITY HOSPITAL,TAIWAN,550,6729,12.23454545454545454545454545454545454545
CLINICAL MEDICINE,5235,CSIC - INSTITUTO DE DIAGNOSTICO AMBIENTAL Y ESTUDIOS DEL AGUA (IDAEA),SPAIN,59,6727,114.016949152542372881355932203389830508
CLINICAL MEDICINE,5236,LENINGRAD REG CLIN HOSP,,37,6726,181.783783783783783783783783783783783784
CLINICAL MEDICINE,5237,JOHNSON CTY CLIN TRIALS,,2,6725,3362.5
CLINICAL MEDICINE,5238,"TAKEDA PHARMACEUTICALS INTERNATIONAL, INC.",SWITZERLAND,184,6722,36.53260869565217391304347826086956521739
CLINICAL MEDICINE,5239,PAREXEL INTERNATIONAL,USA,235,6709,28.54893617021276595744680851063829787234
CLINICAL MEDICINE,5240,TELEMARK HOSPITAL TRUST,NORWAY,280,6706,23.95
CLINICAL MEDICINE,5241,MITSUBISHI INTERNATIONAL CORPORATION (MIC),JAPAN,179,6703,37.44692737430167597765363128491620111732
CLINICAL MEDICINE,5242,SHIRE PHARMACEUTICALS LIMITED,ENGLAND,177,6701,37.85875706214689265536723163841807909605
CLINICAL MEDICINE,5243,"GUANGZHOU INSTITUTE OF BIOMEDICINE & HEALTH, CAS",CHINA MAINLAND,244,6700,27.45901639344262295081967213114754098361
CLINICAL MEDICINE,5244,ASST FATEBENEFRATELLI SACCO,,444,6700,15.09009009009009009009009009009009009009
CLINICAL MEDICINE,5245,INST PUBL HLTH SERBIA,,21,6696,318.857142857142857142857142857142857143
CLINICAL MEDICINE,5246,NICKLAUS CHILDRENS HOSP,,475,6696,14.09684210526315789473684210526315789474
CLINICAL MEDICINE,5247,"NATIONAL CENTER FOR NANOSCIENCE & TECHNOLOGY, CAS",CHINA MAINLAND,181,6691,36.96685082872928176795580110497237569061
CLINICAL MEDICINE,5248,LUDWIG BOLTZMANN INSTITUTE FOR LUNG VASCULAR RESEARCH,AUSTRIA,127,6689,52.66929133858267716535433070866141732283
CLINICAL MEDICINE,5249,DEPT EPIDEMIOL,,54,6688,123.851851851851851851851851851851851852
CLINICAL MEDICINE,5250,MUGLA SITKI KOCMAN UNIVERSITY,TURKIYE,1003,6685,6.66500498504486540378863409770687936191
CLINICAL MEDICINE,5251,SHREWSBURY & TELFORD HOSP NHS TRUST,,145,6683,46.08965517241379310344827586206896551724
CLINICAL MEDICINE,5252,CTR POPULAT HLTH RES,,7,6682,954.571428571428571428571428571428571429
CLINICAL MEDICINE,5253,SUNSHINE HOSPITAL,AUSTRALIA,263,6680,25.39923954372623574144486692015209125475
CLINICAL MEDICINE,5254,RES CTR AMER,,1,6678,6678
CLINICAL MEDICINE,5255,MS RES CTR,,3,6677,2225.666666666666666666666666666666666667
CLINICAL MEDICINE,5256,SCARBOROUGH HOSPITAL,CANADA,85,6677,78.55294117647058823529411764705882352941
CLINICAL MEDICINE,5257,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,,85,6677,78.55294117647058823529411764705882352941
CLINICAL MEDICINE,5258,ENDOCRINOLOGY RESEARCH CENTRE,RUSSIA,314,6676,21.26114649681528662420382165605095541401
CLINICAL MEDICINE,5259,CHANGSHA MEDICAL UNIVERSITY,CHINA MAINLAND,304,6673,21.95065789473684210526315789473684210526
CLINICAL MEDICINE,5260,ALBANY STATE UNIVERSITY,USA,11,6671,606.454545454545454545454545454545454545
CLINICAL MEDICINE,5261,HEALTH SCIENCES NORTH,CANADA,277,6670,24.07942238267148014440433212996389891697
CLINICAL MEDICINE,5262,UNIVERSIDAD DE VALPARAISO,CHILE,459,6670,14.53159041394335511982570806100217864924
CLINICAL MEDICINE,5263,ROCHE HOLDING CANADA,CANADA,34,6663,195.970588235294117647058823529411764706
CLINICAL MEDICINE,5264,BAHCESEHIR UNIVERSITY,TURKIYE,976,6663,6.82684426229508196721311475409836065574
CLINICAL MEDICINE,5265,HUBEI PROV KEY LAB MOL IMAGING,,469,6662,14.20469083155650319829424307036247334755
CLINICAL MEDICINE,5266,ISTANBUL UMRANIYE TRAINING & RESEARCH HOSPITAL,TURKIYE,1148,6661,5.80226480836236933797909407665505226481
CLINICAL MEDICINE,5267,INST INTERNAL & PREVENT MED,,23,6659,289.521739130434782608695652173913043478
CLINICAL MEDICINE,5268,SS ANNUNZIATA HOSP,,413,6658,16.1210653753026634382566585956416464891
CLINICAL MEDICINE,5269,UNIVERSITY HOSPITAL PLZEN,CZECH REPUBLIC,431,6656,15.44315545243619489559164733178654292343
CLINICAL MEDICINE,5270,CIRO,,255,6654,26.09411764705882352941176470588235294118
CLINICAL MEDICINE,5271,PIRKANMAA HOSPITAL DISTRICT,FINLAND,242,6653,27.49173553719008264462809917355371900826
CLINICAL MEDICINE,5272,SNDT WOMENS UNIV,,15,6652,443.466666666666666666666666666666666667
CLINICAL MEDICINE,5273,CHIESI PHARMACEUTICALS INC,ITALY,308,6652,21.5974025974025974025974025974025974026
CLINICAL MEDICINE,5274,VARDHMAN MAHAVIR MEDICAL COLLEGE & SAFDARJUNG HOSPITAL,INDIA,731,6651,9.09849521203830369357045143638850889193
CLINICAL MEDICINE,5275,ZUCKERBERG SAN FRANCISCO GEN HOSP,,299,6644,22.22073578595317725752508361204013377926
CLINICAL MEDICINE,5276,VIBORG CITY HOSPITAL,DENMARK,366,6644,18.1530054644808743169398907103825136612
CLINICAL MEDICINE,5277,CARDIOVASC RES INST,,62,6640,107.096774193548387096774193548387096774
CLINICAL MEDICINE,5278,FRAUNHOFER TOXICOLOGY & EXPERIMENTAL MEDICINE,GERMANY (FED REP GER),243,6634,27.30041152263374485596707818930041152263
CLINICAL MEDICINE,5279,JIANGXI UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,CHINA MAINLAND,781,6625,8.48271446862996158770806658130601792574
CLINICAL MEDICINE,5280,INSTITUTE FOR BIOMEDICAL RESEARCH & INNOVATION (IBRI),JAPAN,235,6624,28.18723404255319148936170212765957446809
CLINICAL MEDICINE,5281,HAUKELAND HOSP,,185,6619,35.77837837837837837837837837837837837838
CLINICAL MEDICINE,5282,FONDAZIONE IRCCS SAN GERARDO DEI TINTORI,ITALY,733,6619,9.03001364256480218281036834924965893588
CLINICAL MEDICINE,5283,ALL-IRELAND COOPERATIVE ONCOLOGY RESEARCH GROUP,IRELAND,29,6617,228.172413793103448275862068965517241379
CLINICAL MEDICINE,5284,HOP PRIVE JEAN MERMOZ,,310,6614,21.33548387096774193548387096774193548387
CLINICAL MEDICINE,5285,UNIVERSITY OF HEALTH SCIENCES & PHARMACY IN ST. LOUIS,USA,139,6613,47.57553956834532374100719424460431654676
CLINICAL MEDICINE,5286,NORD UNIVERSITY,NORWAY,564,6611,11.72163120567375886524822695035460992908
CLINICAL MEDICINE,5287,UNIV HOSP SALAMANCA,,298,6609,22.17785234899328859060402684563758389262
CLINICAL MEDICINE,5288,WAYNE STATE UNIV,,21,6608,314.666666666666666666666666666666666667
CLINICAL MEDICINE,5289,ENGLEWOOD HOSPITAL & MEDICAL CENTER,USA,209,6606,31.60765550239234449760765550239234449761
CLINICAL MEDICINE,5290,UNIVERSITY OF NEW ENGLAND - MAINE,USA,361,6604,18.29362880886426592797783933518005540166
CLINICAL MEDICINE,5291,LONDON NORTH WEST UNIV HEALTHCARE NHS TRUST,,310,6603,21.3
CLINICAL MEDICINE,5292,BEIJING TONGREN HOSP,,58,6602,113.827586206896551724137931034482758621
CLINICAL MEDICINE,5293,UNIV ILLINOIS HOSP & HLTH SCI SYST,,298,6598,22.14093959731543624161073825503355704698
CLINICAL MEDICINE,5294,NATL UNIV IRELAND,,129,6591,51.09302325581395348837209302325581395349
CLINICAL MEDICINE,5295,UNIVERSITE GUSTAVE-EIFFEL,FRANCE,556,6587,11.84712230215827338129496402877697841727
CLINICAL MEDICINE,5296,UNIVERSITE DE SOUSSE,TUNISIA,705,6585,9.34042553191489361702127659574468085106
CLINICAL MEDICINE,5297,FONDAZIONE CENCI BOLOGNETTI,ITALY,186,6581,35.38172043010752688172043010752688172043
CLINICAL MEDICINE,5298,UNIV HOSP AUGSBURG,,702,6581,9.37464387464387464387464387464387464387
CLINICAL MEDICINE,5299,HO CHI MINH CITY UNIVERSITY OF TECHNOLOGY (HUTECH),VIETNAM,43,6578,152.976744186046511627906976744186046512
CLINICAL MEDICINE,5300,UNIVERSITY OF THE WEST INDIES OPEN CAMPUS,BARBADOS,116,6576,56.68965517241379310344827586206896551724
CLINICAL MEDICINE,5301,UNIVERSITY OF MINNESOTA DULUTH,USA,231,6576,28.46753246753246753246753246753246753247
CLINICAL MEDICINE,5302,TAIZ UNIVERSITY,YEMEN,84,6575,78.27380952380952380952380952380952380952
CLINICAL MEDICINE,5303,NORTON CANC INST,,93,6575,70.69892473118279569892473118279569892473
CLINICAL MEDICINE,5304,AZERBAIJAN NATIONAL ACADEMY OF SCIENCES (ANAS),AZERBAIJAN,36,6572,182.555555555555555555555555555555555556
CLINICAL MEDICINE,5305,ALLINA HEALTH SYSTEM,USA,248,6569,26.48790322580645161290322580645161290323
CLINICAL MEDICINE,5306,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,MEXICO,128,6567,51.3046875
CLINICAL MEDICINE,5307,AURORA ST LUKES MED CTR,,168,6564,39.07142857142857142857142857142857142857
CLINICAL MEDICINE,5308,ISTANBUL KANUNI SULTAN SULEYMAN TRAINING & RESEARCH HOSPITAL,TURKIYE,866,6564,7.5796766743648960739030023094688221709
CLINICAL MEDICINE,5309,LEHMAN COLLEGE (CUNY),USA,229,6559,28.64192139737991266375545851528384279476
CLINICAL MEDICINE,5310,UNIV WEST SCOTLAND,,308,6556,21.28571428571428571428571428571428571429
CLINICAL MEDICINE,5311,CAMBRIDGE UNIV HOSP NHS TRUST,,209,6554,31.35885167464114832535885167464114832536
CLINICAL MEDICINE,5312,LEIBNIZ UNIVERSITY HANNOVER,GERMANY (FED REP GER),409,6551,16.01711491442542787286063569682151589242
CLINICAL MEDICINE,5313,CANTONAL HOSP WINTERTHUR,,366,6548,17.89071038251366120218579234972677595628
CLINICAL MEDICINE,5314,THE QUEEN'S MEDICAL CENTER,USA,271,6546,24.15498154981549815498154981549815498155
CLINICAL MEDICINE,5315,WESTERN NSW LOCAL HEALTH DISTRICT,AUSTRALIA,399,6545,16.4035087719298245614035087719298245614
CLINICAL MEDICINE,5316,INSTITUT POLYTECHNIQUE DE PARIS,FRANCE,338,6542,19.35502958579881656804733727810650887574
CLINICAL MEDICINE,5317,MOSCOW CITY ONCOL HOSP,,14,6536,466.857142857142857142857142857142857143
CLINICAL MEDICINE,5318,ST. VINCENT'S INSTITUTE OF MEDICAL RESEARCH,AUSTRALIA,274,6531,23.83576642335766423357664233576642335766
CLINICAL MEDICINE,5319,UNIVERSITY OSNABRUCK,GERMANY (FED REP GER),257,6529,25.40466926070038910505836575875486381323
CLINICAL MEDICINE,5320,UNIVERSIDADE FEDERAL DE ALAGOAS,BRAZIL,535,6527,12.2
