institution_name,country_region,cluster,cluster_label
AZIENDA OSPEDALIERA UNIVERSITARIA INTEGRATA VERONA,ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO VITTORIO EMANUELE PRESIDIO FERRAOTTO,ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZIENDA OSPEDALIERA VITO FAZZI,ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZIENDA OSPEDALIERO UNIVERSITARIA CAREGGI,ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZIENDA OSPEDALIERO UNIVERSITARIA PISANA,ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZIENDA OSPEDALIERO-UNIVERSITARIA DI CAGLIARI,ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZIENDA OSPEDALIERO-UNIVERSITARIA SAN LUIGI GONZAGA,ITALY,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZIENDA USL IRCCS REGGIO EMILIA,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZTI,SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
AZUSA PACIFIC UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
B SAFE TOXICOL CONSULTING,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"B. J. MEDICAL COLLEGE & CIVIL HOSPITAL, AHMEDABAD",INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
B. S. ABDUR RAHMAN CRESCENT INSTITUTE OF SCIENCE & TECHNOLOGY,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
B.C. CENTRE FOR EXCELLENCE IN HIV/AIDS,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
B.I. STEPANOV INSTITUTE OF PHYSICS OF THE NATIONAL ACADEMY OF SCIENCES OF BELARUS,BELARUS,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"B.J. GOVT. MEDICAL COLLEGE & SASSOON GENERAL HOSPITALS, PUNE",INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
B.P. KOIRALA INSTITUTE OF HEALTH SCIENCES,NEPAL,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BABA SAHEB AMBEDKAR MED COLL & HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BABASAHEB BHIMRAO AMBEDKAR UNIVERSITY,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BABCOCK UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BABES BOLYAI UNIVERSITY FROM CLUJ,ROMANIA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BABOL NOSHIRVANI UNIVERSITY OF TECHNOLOGY,IRAN,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BABOL UNIVERSITY OF MEDICAL SCIENCES,IRAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BABRAHAM INSTITUTE,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BABSON COLLEGE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAGHDAD COLLEGE OF MEDICINAL SCIENCES,IRAQ,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAHAUDDIN ZAKARIYA UNIVERSITY,PAKISTAN,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BAHCESEHIR UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAHIR DAR UNIVERSITY,ETHIOPIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAHRIA UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAIDU,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAIM INST CLIN RES,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAKER HEART & DIABET INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAKER HEART AND DIABET INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAKER HEART AND DIABETES INSTITUTE,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAKER INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAKIRKOY DR. SADI KONUK RESEARCH & TRAINING HOSPITAL,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAKU STATE UNIVERSITY,AZERBAIJAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BALASHIHA CENT HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BALIKESIR UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BALL STATE UNIVERSITY,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BALLARAT HEALTH SERVICES,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"BALOCHISTAN UNIVERSITY OF INFORMATION TECHNOLOGY, ENGINEERING & MANAGEMENT SCIENCES BUITEMS",PAKISTAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAM UNIV MED SCI,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANARAS HINDU UNIVERSITY (BHU),INDIA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BANASTHALI VIDYAPITH,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGABANDHU SHEIKH MUJIB MEDICAL UNIVERSITY (BSMMU),BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGALORE BAPTIST HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGALORE CLINISEARCH,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH AGRICULTURAL RESEARCH COUNCIL (BARC),BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH AGRICULTURAL RESEARCH INSTITUTE (BARI),BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH AGRICULTURAL UNIVERSITY (BAU),BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH ATOMIC ENERGY COMMISSION,BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH IND GASES LTD,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH RICE RESEARCH INSTITUTE (BRRI),BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH RURAL ADVANCEMENT COMMITTEE BRAC,BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH UNIVERSITY OF ENGINEERING & TECHNOLOGY (BUET),BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGLADESH UNIVERSITY OF HEALTH SCIENCES (BUHS),BANGLADESH,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANGOR UNIVERSITY,WALES,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BANKSTOWN LIDCOMBE HOSPITAL,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANNARI AMMAN INSTITUTE OF TECHNOLOGY,INDIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANNER ALZHEIMER'S INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANNER HEALTH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANNER MD ANDERSON CANCER CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANNER RESEARCH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANNER SUN HEALTH RESEARCH INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BANNER UNIV,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAOJI UNIVERSITY OF ARTS & SCIENCES,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAOTOU MEDICAL COLLEGE,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAPTIST CARDIAC & VASCULAR INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAPTIST HLTH,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAPTIST HLTH MED GRP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAPTIST HLTH SOUTH FLORIDA,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAQAI MEDICAL UNIVERSITY,PAKISTAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAQIYATALLAH UNIVERSITY OF MEDICAL SCIENCES (BMSU),IRAN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAR ILAN UNIVERSITY,ISRAEL,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BARBARA ANN KARMANOS CANCER INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARBARA DAVIS CTR DIABET,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARCELONA INSTITUTE OF SCIENCE & TECHNOLOGY,SPAIN,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BARCELONA SCHOOL OF ECONOMICS,SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARCELONA SUPERCOMPUTER CENTER (BSC-CNS),SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARNACLIN GRP HOSP CLIN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARNES-JEWISH HOSPITAL,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARNET ENFIELD & HARINGEY MENTAL HLTH TRUST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARROW NEUROLOGICAL INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARTIN UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARTS HEALTH NHS TRUST,ENGLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARTS HEART CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARUCH COLLEGE (CUNY),USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARUCH PADEH MED CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARWON HEALTH,AUSTRALIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BARZILAI MEDICAL CENTER,ISRAEL,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASCOM PALMER EYE INSTITUTE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASF,GERMANY (FED REP GER),2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BASHKIR STATE MEDICAL UNIVERSITY,RUSSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASINGSTOKE & NORTH HAMPSHIRE HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASKENT UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASQUE CENTER FOR APPLIED MATHEMATICS (BCAM),SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASQUE CENTRE FOR CLIMATE CHANGE (BC3),SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASQUE FOUNDATION FOR SCIENCE,SPAIN,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BASQUE GOVERNMENT,SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASSETT MED CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BASURTO HOSPITAL,SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BATMAN UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAUHAUS-UNIVERSITAT WEIMAR,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY,RUSSIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAVARIAN FOREST NATL PK,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYBURT UNIVERSITY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYCREST,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYER,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYER AG,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYER CROPSCIENCE,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYER HEALTHCARE PHARMACEUTICALS,GERMANY (FED REP GER),0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYER TURKEY,TURKIYE,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYERO UNIVERSITY,NIGERIA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYLOR COLLEGE MEDICAL HOSPITAL,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYLOR COLLEGE OF MEDICINE,USA,1,"全球综合型强校（强项：CLINICAL MEDICINE, SOCIAL SCIENCES, GENERAL, BIOLOGY & BIOCHEMISTRY）"
BAYLOR HEART & VASC INST,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYLOR SCOTT & WHITE HEALTH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYLOR ST LUKES MED CTR,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYLOR UNIVERSITY,USA,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BAYLOR UNIVERSITY MEDICAL CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BAYSTATE MEDICAL CENTER,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BC CENTRE FOR DISEASE CONTROL,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BC CHILDREN'S HOSPITAL,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BC CHILDREN'S HOSPITAL RESEARCH INSTITUTE,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BCMATERIALS,SPAIN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEATSON INSTITUTE,SCOTLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEATSON ONCOLOGY CENTRE,SCOTLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEAUMONT HEALTH,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEAUMONT HOSPITAL DUBLIN,IRELAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BECKMAN RESEARCH INSTITUTE OF CITY OF HOPE,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BECTON DICKINSON,USA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEDFORD INSTITUTE OF OCEANOGRAPHY,CANADA,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIBU GULF UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIHANG UNIVERSITY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BEIJER INSTITUTE OF ECOLOGICAL ECONOMICS,SWEDEN,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS),CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING ADV INNOVAT CTR BIG DATA BASED PRECIS MED,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING CHAOYANG HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING COMPUTATIONAL SCIENCE RESEARCH CENTER (CSRC),CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING CTR DIS PREVENT & CONTROL,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING FOREIGN STUDIES UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING FORESTRY UNIVERSITY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BEIJING GENOMICS INSTITUTE (BGI),CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING GRAPHENE INSTITUTE,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING HOSPITAL,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INFORMATION SCIENCE & TECHNOLOGY UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INST BRAIN DISORDERS,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INST CONTROL ENGN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INST HEART LUNG & BLOOD VESSEL DIS,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INST OTOLARYNGOL,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INST SPACECRAFT SYST ENGN,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INSTITUTE OF AERONAUTICAL MATERIAL,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"BEIJING INSTITUTE OF GENOMICS, CAS",CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INSTITUTE OF MICROBIOLOGY & EPIDEMIOLOGY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
"BEIJING INSTITUTE OF NANOENERGY & NANOSYSTEMS, CAS",CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INSTITUTE OF PETROCHEMICAL TECHNOLOGY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING INSTITUTE OF TECHNOLOGY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BEIJING INTERNATIONAL STUDIES UNIVERSITY,CHINA MAINLAND,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
BEIJING JIAOTONG UNIVERSITY,CHINA MAINLAND,2,"全球综合型强校（强项：ENGINEERING, CHEMISTRY, ENVIRONMENT ECOLOGY）"
BEIJING JISHUITAN HOSP,N/A,0,"发展中/教学研究型（强项：CLINICAL MEDICINE, ENGINEERING, SOCIAL SCIENCES, GENERAL）"
